,0,1,2,3
0,p_hint,p_nothing,p_encourage,p_question
1,0.46949800848960876,0.07833816111087799,0.36399269104003906,0.08817114681005478
2,0.46949800848960876,0.07833816111087799,0.36399269104003906,0.08817114681005478
3,0.6312494874000549,0.057900525629520416,0.2217380255460739,0.08911202102899551
4,0.2668803930282593,0.045734867453575134,0.22016672790050507,0.4672180116176605
5,0.7012511491775513,0.05198238790035248,0.16768556833267212,0.07908087968826294
6,0.7268818616867065,0.004511065781116486,0.0251499991863966,0.24345697462558746
